comment,Sentiment,Confidence
可以叫二婚三婚的生啊,2,0.622638
我朋友结婚买房可惨了，我单身怎么不快乐,0,0.838094
真的很快乐！我朋友结婚买房可惨了,0,0.998881
快乐,0,0.999885
800w还是太多了,0,0.724116
丢你老味，谁说的广东重男轻女，一部分等于全部吗，无语死了,0,0.999901
行行行 你干吧,0,0.897708
那男的呢  男的不被说吗,0,0.948013
也挺好，这些女孩不会生在重男轻女的家庭,2,0.998132
离婚太难了，不合理,0,0.99809
因为我不认为我可以是一个好的妈妈  所以我不希望他/她受苦,0,0.798567
放屁，我就潮州的，我就生了一个女儿，初二了，别动不动潮汕,0,0.999336
素质高了岗位可没多,2,0.359723
二十五六还在读书的人可不少吧？,0,0.551628
你不急那我也不急了,0,0.57106
逻辑学真的很重要,2,0.824815
劳动报酬不足以支持劳动力的再生产,2,0.31126
你累就去休息，而不是和别人比谁更累,0,0.65558
哈哈，人才红利,2,0.999557
真勇,2,0.483922
关我屁事,0,0.990504
遥遥领先,2,0.965683
独生子女适龄结婚了，当然降低了啊,1,0.0554967
保护我方发言人！,0,0.516003
遥遥领先,2,0.965683
6666,2,0.828464
更好,2,0.962124
更好,2,0.962124
6666,2,0.828464
结婚对自己没啥好处，保障也没,0,0.986476
国家,2,0.87764
关我屁事,0,0.990504
无意刷到这里，我马上走，后面的我都没看,0,0.136782
周围生孩子的都说生孩子的前两年小孩子特别磨人,0,0.0381815
只要管好自己,0,0.91299
遥遥领先！,2,0.981409
我们行业周边已经出现最顶尖学府的学生了，我是普通打工人啊,2,0.660486
摆！,0,0.64721
现在感觉真的活着挺难的，下班回到家7点，偶尔加班，不知道拿什么精力养孩子,0,0.382878
好,2,0.998993
哈哈哈,2,0.998853
好,2,0.998993
80后也不愿意生了,0,0.983907
没错,2,0.926985
好好好,0,0.999795
三孩这么多,2,0.277668
哈哈,2,0.999519
非常快乐,0,0.999783
对,2,0.823896
所以一个人可以干三个人的活儿了是吧,2,0.768761
保护,0,0.887793
暂停调查 哈哈哈,2,0.565737
真的快乐,0,0.999558
只限制高消费,0,0.674222
近几年每年大学毕业生都1300万,2,0.963093
还是太多了,0,0.892036
真的快乐,0,0.999558
一切的原因就是我太穷,0,0.961945
快乐呀！,0,0.999633
居然还有800万？,0,0.998622
说得好,2,0.971771
现实中我就喜欢女儿。老二也是女儿,2,0.993869
说到点上了，我自己都养不活自己。,0,0.990891
保护,0,0.887793
哈哈哈牛批,2,0.983525
保护,0,0.887793
重要吗？后悔也是自己的事，别人管不着,0,0.999484
6,2,0.9009
他们是真的快乐,0,0.996124
工资每月两千出头，家境一般，怎么结婚,0,0.957424
十八线城市彩礼20w，我们这工资结个锤子,0,0.976608
还带性别对立？,0,0.973539
好,2,0.998993
可是贵州，我周围全在结婚生子，基本都是二胎家庭,2,0.310179
居然还有700万,0,0.995008
有养娃的钱都够我养老了,2,0.373459
快乐啊,0,0.999733
保护,0,0.887793
不结婚不生娃的都是不好看的穷的那批,0,0.966399
细节《生存》,0,0.531901
漂亮！,2,0.999845
不将就哦,2,0.811017
好,2,0.998993
不要怪别人的狂热，现实中对女孩的待遇怎样啊，找工作就要被问婚育情况，要是我我也不愿意生个女孩让她受罪,0,0.994156
遥遥领先,2,0.965683
90后、00后还是有很多愿意生的，不用太担心,2,0.856316
所以活在别人眼里,0,0.322078
不是，我不结婚，就不能谈恋爱了吗？,0,0.99653
别对不对  求互相放过,0,0.630769
我也预测了，请问我能去做专家了吗？,0,0.88056
当然快乐，你不需要为别人发愁，你只需要爱护自己，怎么不快乐？,0,0.977414
对凌晨四点的急诊室，你以为累的是谁？还不是累的觉得生活累的打工人,0,0.975062
非常快乐,0,0.999783
其实说白了就是没有钱，连自己都养不起，你还养得起孩子吗？就不生孩子了，你能养得起一整个家吗？,0,0.999836
关键是你养得起吗？你养都养不起你生孩子有个屁用，自己都养不起。,0,0.999829
生存成本边界线？这是什么词？能不能严谨点？生养了就会饿死？,0,0.999756
保护,0,0.887793
算了，不说了。一说话就感觉很累！,0,0.982981
真的快乐，某些人不用酸,0,0.98602
真的快乐,0,0.999558
确实,0,0.483035
就算是有爱情又如何，还不是分分合合，厌倦了,0,0.474903
我不生有的是人生,0,0.573595
整顿职场这种东西我比较少做，但不代表不做,0,0.895441
欢迎光临的好经理，落泪,2,0.974955
还有这么多！！,2,0.527605
婚姻中女性的困境,2,0.855007
不，除非把房产证送到我面前给我签名,0,0.983704
普通人养活自己不负债就感谢天感谢地吧,0,0.810817
相当快乐啊,0,0.999548
保护,0,0.887793
不急，还有这么多,2,0.607494
还有这么多啊,2,0.500748
确实,0,0.483035
对我来说的主要原因，绝不找个人给我添堵,1,0.921793
提纯,2,0.880343
价值观不同而已,0,0.977033
我算了下以我的工资根本养不起小孩,0,0.990963
觉醒年代,2,0.400189
遥遥领先,2,0.965683
保护,0,0.887793
不提分配等于没说,0,0.965844
主要是自己活着都感觉很难了，难不成生个孩子出来继承我的苦难,0,0.513521
没有好处，只会导致生活越来越差，谁去做,0,0.99977
广东只是潮汕地区而已，不要地图炮,0,0.930966
越南呢？,0,0.990855
好，自己作的,0,0.999146
不说快乐不快乐，但是生活很轻松无压力，这难道不是幸福吗？,0,0.515503
我广东人想要女儿，结果给一个儿子，也不敢要二胎，太难养了,0,0.787413
我也许并没有那没快乐，但我确实不会更痛苦了,0,0.0817956
支持你的看法,2,0.997056
保护保护,0,0.935989
有孩子和没孩子的人都在点赞大家不生孩子,0,0.87623
是啊不想单生的,0,0.928355
只是自己承担后果罢了，糊涂也害不了别人,0,0.995184
只要你能吃苦，你就有吃不完的苦,2,0.0572558
不扣离婚吗,0,0.998233
对的,2,0.957041
。。。。地域黑又来啦,0,0.420552
好棒~来一币,2,0.999671
要是我早知道生养孩子那么痛苦，我tm也不生,0,0.991951
那太快乐了,0,0.997198
保护,0,0.887793
我35了还单着,0,0.548088
那是相当快乐,0,0.999478
快乐,0,0.999885
所以我选择成为男同,2,0.319689
所以我选择成为男同,2,0.319689
保护,0,0.887793
还有就是有爱情为什么要婚姻？单纯为了受罪嘛,0,0.950793
现在只渴望一个正常的周末,2,0.471354
你怎么对我我怎么对你，因果报应,0,0.997372
但我在急诊上班真的好累,2,0.230959
还不够，大家加油,0,0.850042
保护,0,0.887793
在急诊室，是最不希望人来的时候,0,0.97269
武汉人打卡,2,0.891395
漂亮,2,0.999952
未来关我p事？,0,0.834838
爽的一批,0,1
企业老板恨不得你24小时都上班，哪有时间交朋友?,0,0.995137
太快乐了！！非常快乐！！,0,0.999977
遥遥领先,2,0.965683
好,2,0.998993
那是相当快乐了,0,0.999123
非常快乐，感觉嗨的不得了,0,0.999974
每一个人的苦难，最终都会变成他人的利益,0,0.761608
我觉得600多万还是有点多，找工作的时候嫌人多，这会子有嫌人少了,2,0.767658
是广东潮汕地区,2,0.751639
没钱结什么婚,0,0.970085
目前是真的快乐，以后再说以后吧,0,0.982772
出生率低可以有效提高未来人均资源占比,2,0.360608
有道理,2,0.9465
保护,0,0.887793
只要你能干，就有干不完的活，能者多劳,2,0.54206
遥遥领先,2,0.965683
保护,0,0.887793
肯定比结婚快乐,0,0.130962
遥遥领先,2,0.965683
在推迟五年退休,0,0.403903
我一朋友，不确定是不是想丁克，反正四十了没要孩子，四十四十几岁想要孩子了，怀不上了，再后来她老公有了外遇有了孩子，两个人离婚了,0,0.835364
我已在担心大学招不满了，还好那时我退休了,2,0.129108
快乐谈不上但是没有不快乐,0,0.637575
而且找不找得到合适的还得另外说,2,0.619829
我们这五线城市，我结婚时没有彩礼一说过了十几年，现在有要八万彩礼的,2,0.239235
多关心自己不好吗？,0,0.986416
上下层撕裂，不是因为上下层的距离太远了吗,0,0.677471
不不不，因为男孩好养，穷养男富养女,2,0.460669
保护,0,0.887793
遥遥领先,2,0.965683
不是吗？,0,0.999185
不结婚后悔一时，结婚后悔一辈子好吧~_~,0,0.995122
保护,0,0.887793
保护,0,0.887793
保护,0,0.887793
人文主义,2,0.642756
咋还有这么多！,0,0.992559
37岁，庆幸没有妥协结婚生娃，现在在思考人生目标,2,0.725649
快乐得不得了,0,0.999823
哈哈哈,2,0.998853
是思想的进步，是社会发展的必然,2,0.993399
哈哈哈哈,2,0.975279
还是太高了,0,0.980738
注意他说的是质量，把我们比作机器了,1,0.194464
自古忠义两难全，不做不错一做全错,2,0.988535
好好好,0,0.999795
攻击性有待提高,0,0.877797
（素质提高）,0,0.225264
保护,0,0.887793
保护,0,0.887793
很快乐,0,0.999751
觉得累，请去战乱地区,1,1
21岁还没女朋友，一个人感觉挺好,2,0.988032
没有未来，人口何用,0,0.956687
保护,0,0.887793
保护,0,0.887793
确实,0,0.483035
当然快乐啊,0,0.998577
至少没有那么多痛苦,2,0.8683
今年应该多很多，结婚是看日子的……,2,0.921885
保护,0,0.887793
钱才是问题啊，钱够了生活顺利了不就好了吗,0,0.979095
少扯淡,0,0.999229
真的爽,0,1
正确的,2,0.993299
遥遥领先！,2,0.981409
66666,2,0.388554
还有不一定幸福。谁家人结婚为了受苦啊？,0,0.99273
666666,2,0.896178
保护,0,0.887793
虽然会有遗憾.但是相当快了,2,0.987173
结婚本质是财产再分配，有对象有对象的好，单身有单身的好，二者不可得兼，没有可比性,1,1
确实好，哈哈哈,0,0.999705
是的啊。。,0,0.561088
怎么还有800万出生,0,0.979502
不要觉得单身快乐，单身的快乐你想都想不到,0,1
保护！！！,0,0.902867
单身的快乐，你想象不到,0,0.972396
非常快乐,0,0.999783
ip正确,2,0.956856
卖20快的菜我能吃2天,0,1
醍醐灌顶,2,0.89969
单身不快乐，但恋爱结婚带娃更不快乐,0,0.514979
确实,0,0.483035
我想说你不是年轻人嘛？这备年轻人？你很老么？,0,0.999891
不好意思是真的快乐哈哈哈,0,0.996644
快乐只是相比较的，但是不快乐,0,0.913684
思想是随着时代的发展而进步的,2,0.98306
保护,0,0.887793
问题不太,0,0.977034
活着就很累了,0,0.476484
现实中重男轻女已经刻在骨子里了,0,1
快乐,0,0.999885
支持,2,0.999723
保护,0,0.887793
哈哈哈哈艹,2,0.920805
保护,0,0.887793
32岁，完全没有结婚的想法,0,0.995599
单身真的快乐,0,0.997909
真的太快乐了,0,0.967163
潮汕,0,0.92008
那是相当的快乐,0,0.999589
我更觉得是人们越来越关注自己的心理健康，认识到原声家庭的不幸，缺爱。想被爱也觉得爱情不值得相信，没了爱情谈何结婚,0,0.521297
就业是最基本的民生,1,1
生存压力太大了,0,0.741068
是的,2,0.110777
谈恋爱虽然美好，但更多的是无奈难受,0,1
预制菜,1,0.413459
啧啧啧！,0,0.994969
真的很快乐,0,0.999655
闭口开口就彩礼彩金房子车子，结个P,0,0.95443
没钱的现在都不能算个人。怎么结婚,0,0.990372
最根本的原因是生存压力太大了，一个人还勉强过活，有了家庭尤其是小孩子压力指数上升,0,0.99843
保护,0,0.887793
不知道有多快乐,0,0.598389
我的看法也是这样,0,0.923948
就是没钱,0,0.556147
好好好,0,0.999795
爸爸快乐你享受不到,0,0.777353
孩子生出来不是要给他带来苦难的,0,0.96559
我知道你很急，但是你先别急,0,1
保护,0,0.887793
单身万岁，单身王道,2,0.81817
快乐,0,0.999885
相当快乐,0,0.999747
点名表扬,2,0.919523
人口基数再大，也是会有老龄化，老龄化只会更严重。,0,0.717821
快乐,0,0.999885
好好好,0,0.999795
过了30岁以后没人催婚了，一下就感觉人生开阔了很多，可以真正做自己了,0,0.985957
年入百万千万的，来告诉我一个年入几万的该怎么花钱，我信你麻痹！！,0,0.9984
保护,0,0.887793
你要知道，活着不是为了活得更累，而是为了活得舒坦，活得精彩,0,1
地球也经不住人类那么多吧,0,0.894525
学校都没有学生了,0,0.430678
图穷匕见,2,0.512626
40单身阿姨，快乐！,0,0.998785
哈哈哈哈哈笑着笑着就哭了,2,0.969091
过于真实,0,0.950353
没差，卷是按比例算的，跟数量没关系,0,0.0712534
福建这一带，比较注重族谱，需要男孩写进族谱,2,0.938808
保护up主,0,0.978116
这么说吧，大部分90后都活不到老的,0,0.983867
00后的男性应该更喜欢女儿吧？,2,0.348603
不是不愿意生女孩 是觉得女孩在这个社会太难了 不想她来受苦,0,0.997523
主打一个叛逆哈哈哈哈,2,0.974768
保护！！,0,0.939151
很好很阳刚！,2,0.999667
宝藏UP主，还好我早就关注了,2,0.914636
快乐死了，自己赚钱自己花，时而孝敬下父母，不就行了,0,0.629623
哈哈哈哈哈哈,2,0.914082
ip正确（没有地域黑，看到贼多这种言论都是这IP，无意冒犯）,0,0.817387
我去那干啥啊，人家下午能休息，又不是一直干,0,0.961362
勇士啊,2,0.282394
保护,0,0.887793
字幕呢？,0,0.996906
体验服,0,1
保护,0,0.887793
哈哈哈哈哈哈哈,2,0.974361
。。。。,0,0.789611
知乎对婚恋对人生观真的洗脑作用巨大，其实每个人想法不一样,0,0.937314
相当快乐,0,0.999747
哈哈哈,2,0.998853
算我一个,2,0.545485
哈哈哈哈哈,2,0.99747
不敢苟同，你怎么想是你的事，但你在试图用你的主观想法影响其他人,0,0.999476
保护,0,0.887793
快乐啊,0,0.999733
不用快不快乐，已经没得选了,0,1
单身万岁,2,0.979185
一个人活着都不容易了,2,0.351847
人工智能,2,0.836611
太快乐了,0,0.989325
本来就是,0,0.185994
？？？？？擦尼玛  男人呢,0,0.99993
没有那些世俗的欲望,0,0.944405
关我屁事,0,0.990504
哈哈哈哈,2,0.975279
牛的,2,0.995189
结婚？你家里有矿啊？,0,0.987822
又在这害听你视频的年轻人了,0,0.997461
好好好,0,0.999795
对不起本广东人真的很喜欢女儿 但是怕什么来什么。。,0,0.662405
保护,0,0.887793
保护,0,0.887793
特别快乐,0,0.999808
咱就是说 我挣得钱我自己道路不够花 还养孩子给孩子花 我怕不是脑子被驴踢了,0,0.993662
好好好,0,0.999795
是的 大多数观念根本没变 房子车子以后都是儿子的,1,0.611884
保护！,0,0.93595
90后的我只要老婆愿意我想生四五个目前两个,2,0.842227
都不卷了，女人会自己卷,0,0.553759
品质,2,0.983147
那是因为结婚成本太高吧？,0,0.990832
我真这么觉得啊,0,0.754679
软肋,0,0.723247
这一点上男生一样，结婚还是一样被催,0,0.997915
那我就放心了,2,0.997809
钱呗,0,0.840576
高了,0,0.733626
高了,0,0.733626
保护,0,0.887793
那我可太快乐了,0,0.997386
好好好好好好好,0,0.99993
有钱那结婚生孩子养确实不错，但没钱单身一样也舒服快乐,0,0.836577
不快乐，只是不愿意更不快乐罢了,0,0.800427
更卷了,2,0.734153
清醒，但是不一定快乐,0,0.325067
关我啥事,0,0.979098
可我真觉得都一样，而且我更喜欢女儿,2,0.984518
还有800？任重道远啊,0,0.769405
不快乐,0,0.829796
抱歉不是夜班就是下夜班，看不了,0,0.982141
保护,0,0.887793
好好好,0,0.999795
期待,2,0.994713
别人不知道，我是真快乐,0,0.311527
想起之前，家里女孩16岁没出嫁，汉朝就要加五倍的赋税（噗）,0,0.117081
但现在是一直在建学校,2,0.939425
说清楚一点，是珠三角以外的,0,0.530171
快乐飞起～～～～,0,0.840047
不急是因为有更着急的事，这个只是短期看不出来而已,0,0.964847
up总结非常一针见血,2,0.99203
保护,0,0.887793
我不是在生活 我在生存。。。,0,0.996203
我一个男的都觉得说得对,2,0.744436
60岁以前是快乐的,0,0.977767
cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,2,0.967302
你想多了，这不算反抗，单纯没钱而已,0,0.985427
38岁结婚就是一个笑话,0,0.970511
快乐的一笔,0,0.999904
好好好,0,0.999795
我笑了,0,0.516583
80后老阿姨一枚，告诉你可太快乐啦！！,0,0.987755
男的也一样啊。。,0,0.702774
那可太快乐了,0,0.994296
+-,0,0.168577
我男的，真理解不了重男轻女,0,0.984291
保护,0,0.887793
保护,0,0.887793
不赞同。你真实实在在给钱给时间让大家能放心养孩子，大家不会这么说的！,0,0.998636
所以你不管干什么都会被说，那么为什么不干自己喜欢的事呢？,0,0.997554
35岁就已经没人要了,0,0.997966
800万太多了！,0,0.931029
美国,2,0.859124
单身不那么快乐，但结婚绝对痛苦,0,0.411702
我单身我快乐，痛苦从我这一代消失吧。,0,0.604712
保护,0,0.887793
快乐大了,0,0.999541
好好过完这一生就行了，生活太难了,0,0.970184
假装快乐，但又没有办法。,0,0.864489
至少我是快乐的,0,0.97418
没有收入谈何现在,0,0.96258
不再对老板逆来顺受,0,0.992953
80后都是高龄产妇上年纪,0,0.506865
至少不会更差,0,0.998343
保护,0,0.887793
保护,0,0.887793
我还不够木讷？,0,0.998694
妈呀！这就是我！,0,0.243744
跌就跌吧我汤姆的浪浪山都翻不出去,0,0.986993
马云：正是在下,2,0.770416
who care,2,0.94406
太真实了,0,0.483132
保护,0,0.887793
但是我只想要女儿……,0,0.340334
？？别开地图炮，拿数据说话,0,0.999761
男的面临的不也是吗？单单只说女性？,0,0.996151
好好好,0,0.999795
挺好的,2,0.99812
6,2,0.9009
哈哈哈哈哈,2,0.99747
首先我是广东人其次我喜欢女儿最后我不喜欢孩子因为我没钱,0,0.824953
正在积攒怒气值,2,0.363008
觉醒年代,2,0.400189
那可太快乐了，我的快乐你想象不到,0,0.964313
开心极了 想吃啥吃啥 想去哪玩去哪玩,2,0.969018
94的我太快乐了,0,0.998292
怎么选都是错的，至少我当下的快乐是真实的！,0,0.645236
怎么还有八百万呐,0,0.98939
钱,0,0.874019
保护,0,0.887793
因为没钱，自己都朝不保夕，哪有能力养孩子,0,0.975327
好好好,0,0.999795
好好好,0,0.999795
好好好,0,0.999795
好好好好好好,0,0.999884
舒服,0,0.999563
确实，我男的，感觉挺抽象的，我真不明白生男生女为什么还要去选，如果真的是个有责任心的父母，要男的和要女的不应该是一样的吗,0,0.866682
好好好,0,0.999795
真正能强大自身的是克服苦难的意志和咬牙坚持的努力，而不是苦难本身,2,0.808154
嗯，做自己吧,0,1
800万还是太多了,0,0.915396
房车彩礼呗还能是谁,0,0.895117
为啥会不快乐呢？没那些烦恼事还能不快乐？,0,0.241555
爱谁结谁结 压力大死 等我有钱自己收养一个小孩,0,0.783176
保护,0,0.887793
快乐,0,0.999885
我没我错了，我29.9岁结婚的，还差几天30岁,1,1
保护,0,0.887793
保护,0,0.887793
这不显得您枪法准嘛,0,0.948966
25号宇宙,2,0.991761
我就只想要个女儿,0,0.789441
6,2,0.9009
不过日韩奖给生孩子的那点钱也不多,0,1
医院生娃的太多了排队排累挂号100块医生态度也傲慢，真的是你不生有的是人生,0,0.998149
点了,0,0.501211
点了,0,0.501211
快乐快乐快乐快乐快乐,0,0.99939
快乐快乐快乐快乐快乐快乐,0,0.99923
确实！,0,0.56011
好好好,0,0.999795
保护,0,0.887793
我自己都养不起，现在没力气想孩子,0,0.942199
我竟然有点听不懂在说什么 是我太年轻了吗？,0,0.987104
快乐！不结婚就是清醒，再说也不是一个人还有朋友她们都不结,0,0.341582
快乐！我确信不结婚是清醒，我不是一个人，现在年轻人有几个结婚的？,0,0.871799
只信任自己爱的人和父母,0,0.822488
就是结婚就会有孩子，没有经济实力孩子会受苦，这也是不结婚的理由,0,1
我不生有的是人生,0,0.573595
不将就，不会和不爱的人在一起,1,1
太对了呀这就是现实女性太难了,2,0.309507
当下是快乐就足够了,0,0.994726
我姐都俩孩子了，我都没结婚,0,1
保护,0,0.887793
《凑个好字》,2,0.867665
6 畸形的性别比,2,0.56469
好啊多降点,2,0.425625
难道不是吗？？？,0,0.999149
。。。,0,0.709611
对,2,0.823896
离婚两年不想再结,0,0.998118
年轻男人,2,0.997294
好好好,0,0.999795
当然是清醒了,2,0.685785
6666,2,0.828464
我做建材销售的今年换了三家公司了领证何止激烈,0,0.667163
没钱什么都不对,0,0.998364
最后一期,2,0.958962
今天必须关注，不关注首页都不给我推了,2,0.732955
你是什么成分？？？,0,0.999936
保护,0,0.887793
我，男，30岁，未婚,2,0.721489
快乐,0,0.999885
00后还没出手呢,0,0.981042
目前看来比结婚快乐,0,0.855734
我相反，反而更喜欢女孩,2,0.948282
那可谓是相当快乐,0,0.999157
没错是每“个人”的想法,2,0.759151
感谢博主愿意为我们付出真正的心里话,2,0.997981
那可是相当快乐,0,0.998188
难道不是？,0,0.996845
幽默,2,0.995087
好好好,0,0.999795
谢谢你这么夸我，但我不配,2,0.583837
前边的 五百万哪够阿,0,1
漂亮,2,0.999952
我听说内卷是因为人多，所以挺开心的,2,0.993678
有没有想过这种想法是怎么形成了，日本的年轻人在二十年前是不是也这么想的,1,1
很快乐,0,0.999751
就要女孩,2,0.16338
不不不 看看有娃up 一个接一个的生,1,0.846482
加油,2,0.999776
加油,2,0.999776
医疗养老教育住房,2,0.334923
？,0,0.993778
保护,0,0.887793
有没有可能真的是没安好心呢？？,0,0.967367
好好好,0,0.999795
哈哈哈哈哈哈哈,2,0.974361
我是人，不是人口,0,0.946782
快乐,0,0.999885
别找补谢谢,2,0.853812
居然还有这么多,0,0.983355
保护,0,0.887793
我为什么要去，我都已经累了，难道不该休息吗？去看看别人的人生比我更难过吗？这不会得到安慰,0,0.992854
UP忘记了子女教育成本这个大头,1,0.183822
00后真不能怪吧，高中之前不让早恋，大学疫情隔绝3年，刚毕业就说结婚，就是让鹰学飞都没这么快的,0,0.961769
叫几个好兄弟一起住天天打游戏我快乐的很,0,0.999378
还有这么多,2,0.830934
呵呵，想多了吧，不卷了？,0,0.0459748
除非年轻一代真的有余钱、有余力去养活孩子，孩子自己也不用互相卷,0,0.388611
清醒的糊涂,0,0.529952
不用管别人说，就看自己喜不喜欢,0,0.137444
砖家,0,0.672783
开始正题了，夹带私货牛阿,2,0.948076
就是没安好心,0,0.603261
2013谐音是爱你一生 所以2013和2014超多人结婚,2,0.55568
？？？？？你咋不说男的婚后状况呢,0,0.999928
无比快乐，想买什么买什么想玩什么玩什么,0,0.976891
棒,2,0.999764
保护,0,0.887793
平均30 哈哈哈哈,2,0.966846
好好好,0,0.999795
不容乐观,0,0.856553
真的,0,0.239615
保护,0,0.887793
大学生毕业饭都吃不上，拿什么结婚啊（悲,0,0.976173
保护,0,1
还是很多啊,1,1
快乐,0,0.999885
保护,0,0.887793
不找事，当然快乐,0,0.445168
任何快乐都是短暂的,0,0.989709
快樂,2,0.975007
好好好,0,0.999795
说太有道理了这些！,0,0.315444
年轻人清醒了,2,0.387969
放下个人素质，享受缺德人生。,2,0.729782
精英教育好个屁，优化职业教育才是出路,0,0.68745
这点不同意，自己不想背负，大大方方说自己不愿意就好，也没人怪你,0,0.987548
明显生女孩好,2,0.928625
但是反击没什么用，你同样改变不了别人,0,0.730592
韩国很恐怖，幼儿变成稀有动物，幼儿园小学大批0生源而关门,0,0.993726
没面包拿什么结婚过柴米油盐,0,0.676592
太多了,0,0.867628
保护,0,0.887793
至少我现在很快乐，以后的事交给以后的我去想，也有可能活不到以后啊,0,0.956692
撕裂我……,2,0.468097
快乐啊，没人催就更快乐了,0,0.963557
与其说是信任危机不如说是人性意识提高吧,0,0.987912
哈哈哈哈这些男的要找不到老婆,2,0.325688
我也是这么看的,2,0.66577
女士，你也不想生个打螺丝的孩子吧,0,0.997622
这才是真正的红利,2,0.91848
这不是个体考虑的问题,0,0.993568
怎么就没男的呢，孩子不教育工作不平衡默认自己赛博人？,0,0.997294
最后一期,2,0.958962
人口一旦负增长，就是无解，自古皆是,1,0.64224
怎么这么高，好好好，蒸蒸日上,0,0.994223
他nnd女儿小时候贴心，嫁了人胳膊肘就向外拐,2,0.912429
快乐！！！,0,0.999735
不正常吗这年龄 再早点心智都还没成熟,0,0.997937
确实只是个人看法,0,0.888134
我的快乐你想象不到,0,1
这么多多多多,2,0.433185
只有,0,0.959863
难道不是吗？,0,0.997683
很多工厂和部分单位根本不要女性，但招聘不能直接说，投的简历一看就丢,0,0.981661
一人吃饱 全家不饿,2,0.357672
加油,2,0.999776
保护,0,0.887793
好好好,0,0.999795
现在清华北大的有的都找不到工作,2,0.42663
非常快乐,0,0.999783
一个人钱是真的够用,2,0.850523
一点要的话，要清醒的痛苦不要麻木,0,0.98717
赢！,2,0.897963
2022疫情，主要得看今年结婚,2,0.960199
应该找个异性搭子,1,1
婚姻得不到保障,2,0.495981
真的快乐,0,0.999558
跟我一样一样的,2,0.358522
哈哈哈哈,2,0.975279
过得好不好我自己还不清楚吗,0,0.913237
可不单单是知乎，贴吧也一样,0,0.0101982
自我安慰罢了，背后全是焦虑,0,0.99825
ip正确（乐）,2,0.853837
996没空,2,0.532088
保护,0,0.887793
没钱你能干啥？,0,0.999444
先养活自己和家人先吧,0,1
交给00后,2,0.803746
太多了吧,0,0.996648
到底是鸭脖还是牛肉？？？,0,0.985044
但是苦难是不可避免的，是能让人清醒的，苦难是有价值的,1,0.718794
保护,0,0.887793
确实,0,0.483035
结婚做什么，踏进另一个牢笼吗,0,0.719365
保护！,0,0.93595
还有空间，不要方,0,0.867262
我不快乐，但是我没办法，,0,0.84471
真的快乐,0,0.999558
好的,2,0.99834
保护,0,0.887793
三连有了！！！,2,0.139634
对的,2,0.957041
相当清醒,2,0.981475
88的丁克,2,0.582727
说的没错,2,0.836268
生存压力是主要原因,0,0.493005
这就不用你操心了，清醒的选择，自作自受的开心,2,0.970754
大学毕业生越来越多了23333,2,0.966665
90后，想想自己结婚那会。30w,0,0.147909
保护,0,0.887793
什么事人口素质在提高,0,0.969369
肯定不快乐，否则不会到处去共情,0,0.945737
整天发兰博基尼5块优惠卷,0,0.292345
下载下载,2,0.924366
广东只有潮汕好吧,0,0.870167
但是产科关停不是什么好事，这种情况医学生未来选择妇产科的意愿下降，那么妇产科医生的水平也会相应下降,0,0.992867
乐死我了每天做梦都是笑醒的。,2,0.541924
h,2,0.827931
真的快乐,0,0.999558
我妹91年的，3个孩子，也不是80后呀,0,0.580022
肉夹馍,2,0.58008
jjs,2,0.628286
保护,0,0.887793
我们西南小县城 人手一个二孩 老大都大学了,1,0.151716
保护,0,0.887793
我也是这么想的,2,0.975675
的确,2,0.413631
乐不思蜀,2,0.686822
吃瓜到老家,2,0.776322
人的商品化,2,0.496396
没毛病,0,0.727615
哈？？,0,0.972812
生男生女都一样要消费，到底是哪里觉得生女可以少花一点?真的很好笑啊,0,0.954528
过了，并不想,0,0.967804
解读成？？事实如此阿好嘛！！,0,0.999539
潮汕人表示是真的,0,0.113453
挺好的,2,0.99812
快乐，相当快乐，自己赚钱自己活，有什么不快乐的,0,0.998739
我会在不快乐和佷不快乐之间选者前者,0,1
既然你这么说，你累了你为什么不去休息？,0,0.999535
好好好,0,0.999795
我们家这边根本,2,0.84941
太快乐了,0,0.989325
保护,0,0.887793
我有得选择吗？,0,0.985074
保护,0,0.887793
我觉得人赤裸裸的来，就该赤裸裸的走，人本来就是孤独的生物,2,0.753068
广州的月子中心，一年比一年贵了。。,2,0.580002
七百万,0,0.02623
哈,2,0.979908
哈,2,0.979908
保护,0,0.887793
这很好,2,0.999347
动起来动起来,2,0.99713
82年的单身男，单身真的很自由很快乐,0,0.998721
快乐,0,0.999885
晚上就不快乐了,0,0.118487
说快乐有几个有能力的？,0,0.337525
那是没有快乐所以我快乐而已,0,0.283216
是我,2,0.208737
请叫我单身贵族,0,0.391359
快乐的很,0,0.999904
这话问得，应该问孤独终老快乐吗？,0,0.852418
怎么解决心理生理问题？,0,0.995416
那可太快乐了,0,0.994296
说就说呗毕竟对方几栋房doge,0,0.8356
我养条狗都比养娃快乐,0,0.821826
不后悔,2,0.8977
远的我不说  现在我是相当嗨皮的想吃吃想喝喝,2,0.972178
我想说：不是我不想结婚！是没人愿意跟我结婚,0,0.996471
保护,0,0.887793
平常上网刷视频。。。看得我一激灵，后面怎么没有广告？,0,0.523879
要不然呢？,0,0.954636
年轻人也是一个群体，这些事不是一个人干的，有的年轻人啥也没干。,0,0.911496
666,1,0.677708
不经娃同意生他来世上挨卷受罪,0,0.996304
还不够,0,0.99601
